station_id,status,capacity
32406.0,keep,12
31060.0,keep,12
31959.0,keep,12
31021.0,keep,12
31038.0,keep,12
32055.0,keep,12
31411.0,keep,12
31940.0,keep,12
31140.0,keep,12
31395.0,keep,12
31331.0,keep,12
31413.0,keep,1
31721.0,keep,12
31087.0,keep,12
31313.0,keep,12
32432.0,keep,12
31093.0,keep,1
31937.0,keep,12
32429.0,keep,12
31051.0,keep,12
31065.0,keep,12
32049.0,keep,12
32220.0,keep,12
32014.0,keep,12
31530.0,keep,12
31010.0,keep,11
31308.0,keep,11
32268.0,keep,11
31924.0,keep,11
31502.0,keep,11
31528.0,keep,11
31043.0,keep,11
31085.0,keep,11
31040.0,keep,11
32057.0,keep,1
32262.0,keep,11
31920.0,keep,11
31916.0,keep,11
31036.0,keep,11
31719.0,keep,11
31322.0,keep,11
31012.0,keep,11
31402.0,keep,11
31723.0,keep,11
31501.0,keep,11
31053.0,keep,11
31935.0,keep,11
31955.0,keep,11
31403.0,keep,11
32231.0,keep,11
32229.0,keep,11
31420.0,keep,11
32000.0,keep,11
31079.0,keep,11
31052.0,keep,11
31424.0,keep,11
32088.0,keep,11
31960.0,keep,11
31801.0,keep,11
32420.0,keep,11
31086.0,keep,11
31013.0,keep,11
31972.0,keep,11
31938.0,keep,10
31970.0,keep,10
31026.0,keep,10
31309.0,keep,10
31964.0,keep,10
32234.0,keep,10
31050.0,keep,10
32237.0,keep,10
31018.0,keep,10
32086.0,keep,10
32421.0,keep,10
31671.0,keep,10
31812.0,keep,10
32403.0,keep,10
31974.0,keep,10
32248.0,keep,10
32290.0,keep,10
31073.0,keep,10
32225.0,keep,10
32087.0,keep,10
31823.0,keep,10
31535.0,keep,10
32415.0,keep,10
31075.0,keep,10
32259.0,keep,10
31716.0,keep,10
32219.0,keep,10
31319.0,keep,10
31720.0,keep,10
31074.0,keep,10
31033.0,keep,10
31092.0,keep,10
32427.0,keep,10
31035.0,keep,10
31724.0,keep,10
32224.0,keep,10
32264.0,keep,10
31069.0,keep,10
31387.0,keep,10
32424.0,keep,10
31824.0,keep,10
31055.0,keep,10
31944.0,keep,10
31004.0,keep,10
31076.0,keep,10
32250.0,keep,10
32320.0,keep,10
31097.0,keep,10
31919.0,keep,10
32235.0,keep,10
32223.0,keep,10
32039.0,keep,10
31315.0,keep,10
32416.0,keep,10
32425.0,keep,10
31088.0,keep,10
31090.0,keep,10
31381.0,keep,10
31900.0,keep,10
31317.0,keep,10
32414.0,keep,10
31412.0,keep,10
32045.0,keep,10
31045.0,keep,10
32276.0,keep,10
31936.0,keep,10
31831.0,keep,10
32407.0,keep,10
32405.0,keep,10
32402.0,keep,10
32263.0,keep,10
31820.0,keep,10
31902.0,keep,10
32242.0,keep,10
31059.0,keep,10
31954.0,keep,9
32053.0,keep,9
32205.0,keep,9
32600.0,keep,9
32209.0,keep,9
32213.0,keep,9
32246.0,keep,1
31909.0,keep,9
32018.0,keep,9
31933.0,keep,9
32001.0,keep,9
31044.0,keep,9
32411.0,keep,9
32280.0,keep,9
32269.0,keep,9
32272.0,keep,9
31028.0,keep,9
31963.0,keep,9
32426.0,keep,9
32417.0,keep,9
31542.0,keep,9
32289.0,keep,9
31047.0,keep,9
31094.0,keep,9
32230.0,keep,9
32008.0,keep,9
32036.0,keep,9
31915.0,keep,9
31048.0,keep,9
31066.0,keep,9
32266.0,keep,9
31423.0,keep,9
31405.0,keep,9
32258.0,keep,9
32251.0,keep,9
32256.0,keep,9
31930.0,keep,9
32236.0,keep,9
32275.0,keep,9
32410.0,keep,9
31385.0,keep,9
32428.0,keep,9
31526.0,keep,9
32604.0,keep,9
32608.0,keep,9
31905.0,keep,9
32606.0,keep,9
32038.0,keep,9
31949.0,keep,9
32214.0,keep,9
32603.0,keep,9
31067.0,keep,9
32253.0,keep,9
32040.0,keep,9
32408.0,keep,9
31971.0,keep,9
32076.0,keep,9
31802.0,keep,9
31057.0,keep,9
32026.0,keep,9
32027.0,keep,1
31383.0,keep,9
31927.0,keep,9
32247.0,keep,9
32283.0,keep,9
31903.0,keep,9
31390.0,keep,9
31414.0,keep,9
31973.0,keep,9
31083.0,keep,9
31032.0,keep,9
31054.0,keep,9
32092.0,keep,9
32078.0,keep,9
32430.0,keep,9
32271.0,keep,9
32037.0,keep,8
32255.0,keep,8
32218.0,keep,8
31096.0,keep,8
32607.0,keep,8
32243.0,keep,8
31521.0,keep,8
32011.0,keep,8
31708.0,keep,8
32034.0,keep,8
32295.0,keep,8
32089.0,keep,8
31082.0,keep,8
32212.0,keep,8
31981.0,keep,8
32025.0,keep,8
31813.0,keep,8
32051.0,keep,8
31907.0,keep,8
32294.0,keep,8
31334.0,keep,8
32434.0,keep,8
31415.0,keep,8
31399.0,keep,8
32267.0,keep,8
32431.0,keep,8
31056.0,keep,8
32215.0,keep,8
31380.0,keep,8
32019.0,keep,8
32433.0,keep,8
32422.0,keep,8
31068.0,keep,8
32024.0,keep,8
32029.0,keep,8
32201.0,keep,8
32228.0,keep,8
31948.0,keep,8
31428.0,keep,8
31700.0,keep,8
32293.0,keep,8
31070.0,keep,8
31941.0,keep,8
31046.0,keep,8
31806.0,keep,8
31416.0,keep,8
32279.0,keep,8
31956.0,keep,8
31817.0,keep,8
31084.0,keep,8
31923.0,keep,8
31398.0,keep,8
31081.0,keep,8
31078.0,keep,8
32044.0,keep,8
32203.0,keep,8
31906.0,keep,8
31966.0,keep,8
32232.0,keep,8
31977.0,keep,8
32277.0,keep,8
31063.0,keep,8
32083.0,keep,8
32413.0,keep,8
32602.0,keep,8
32058.0,keep,8
31913.0,keep,8
32282.0,keep,8
32021.0,keep,8
31826.0,keep,8
32207.0,keep,8
32080.0,keep,7
31932.0,keep,7
31316.0,keep,7
32074.0,keep,7
31943.0,keep,7
31717.0,keep,7
32227.0,keep,7
32056.0,keep,7
32005.0,keep,7
32241.0,keep,7
32204.0,keep,7
31061.0,keep,7
32601.0,keep,7
32274.0,keep,7
32265.0,keep,7
31804.0,keep,7
32404.0,keep,7
31803.0,keep,7
31822.0,keep,7
31976.0,keep,7
32012.0,keep,7
32609.0,keep,7
32288.0,keep,7
31537.0,keep,7
31422.0,keep,7
31538.0,keep,7
31701.0,keep,7
32069.0,keep,7
32233.0,keep,1
31901.0,keep,7
31952.0,keep,7
32003.0,keep,7
32063.0,keep,7
32094.0,keep,7
32238.0,keep,7
32270.0,keep,7
31510.0,keep,7
31958.0,keep,7
31967.0,keep,7
31714.0,keep,7
31805.0,keep,7
32200.0,keep,7
32211.0,keep,7
32401.0,keep,7
31703.0,keep,7
32260.0,keep,7
32252.0,keep,7
31545.0,keep,7
31539.0,keep,7
32297.0,keep,7
32068.0,keep,7
32061.0,keep,7
32216.0,keep,7
31543.0,keep,7
31962.0,keep,7
31830.0,keep,7
31961.0,keep,7
32062.0,keep,7
31928.0,keep,7
31951.0,keep,7
31099.0,keep,7
31546.0,keep,7
31728.0,keep,7
31389.0,keep,7
32054.0,keep,7
32412.0,keep,7
32028.0,keep,7
31921.0,keep,6
32066.0,keep,6
32032.0,keep,6
31427.0,keep,6
32067.0,keep,6
31386.0,keep,6
31706.0,keep,6
31705.0,keep,6
32400.0,keep,6
32278.0,keep,6
31811.0,keep,6
31825.0,keep,6
32261.0,keep,6
31058.0,keep,6
32081.0,keep,6
31908.0,keep,6
31818.0,keep,6
31814.0,keep,6
32059.0,keep,6
32901.0,keep,6
31702.0,keep,6
32409.0,keep,6
31815.0,keep,6
32281.0,keep,6
31942.0,keep,6
31711.0,keep,6
31914.0,keep,6
32082.0,keep,6
31816.0,keep,6
32298.0,keep,6
31704.0,keep,6
31095.0,keep,6
31713.0,keep,6
31945.0,keep,6
32065.0,keep,6
32079.0,keep,6
32090.0,keep,6
32419.0,keep,6
31946.0,keep,6
32605.0,keep,6
32084.0,keep,6
32075.0,keep,6
32296.0,keep,6
32217.0,keep,5
31912.0,keep,5
32047.0,keep,5
32210.0,keep,5
31829.0,keep,5
32006.0,keep,5
32017.0,keep,5
32239.0,keep,5
31707.0,keep,5
32206.0,keep,5
32221.0,keep,5
32244.0,keep,5
31819.0,keep,5
31544.0,keep,5
31953.0,keep,5
31800.0,keep,5
31957.0,keep,5
31808.0,keep,5
31726.0,keep,5
32077.0,keep,5
31072.0,keep,4
31718.0,keep,4
31715.0,keep,4
32043.0,keep,4
31710.0,keep,4
32064.0,keep,4
32050.0,keep,4
32101.0,keep,4
32023.0,keep,4
32022.0,keep,3
32073.0,keep,3
31396.0,keep,3
31329.0,keep,3
31722.0,keep,3
32009.0,keep,2
31807.0,keep,1
32085.0,keep,1
