station_id,status,capacity
31623.0,close,5046
31229.0,close,4158
31699.0,close,3759
31201.0,close,3629
31101.0,close,3571
31600.0,close,3477
31603.0,close,3272
31200.0,close,3146
31247.0,close,3092
31258.0,close,3057
31249.0,close,2988
31627.0,close,2945
31248.0,close,2919
31288.0,close,2859
31104.0,close,2840
31202.0,close,2779
31125.0,close,2669
31281.0,close,2587
31236.0,close,2567
31214.0,close,2539
31203.0,close,2539
31532.0,close,2524
31289.0,close,2488
31290.0,close,2402
31330.0,close,2376
31615.0,close,2362
31266.0,close,2349
31114.0,close,2343
31662.0,close,2276
31324.0,close,2239
31246.0,close,2213
31108.0,close,2185
31228.0,close,2150
31107.0,close,2131
31119.0,close,2094
31124.0,close,2080
31102.0,close,2025
31116.0,close,2013
31225.0,close,1999
31609.0,close,1998
31628.0,close,1993
31646.0,close,1988
31295.0,close,1988
31278.0,close,1967
31212.0,close,1950
31213.0,close,1942
31128.0,close,1932
31653.0,close,1925
31296.0,close,1910
31241.0,close,1886
31312.0,close,1876
31641.0,close,1871
31257.0,close,1861
31243.0,close,1849
31311.0,close,1848
31327.0,close,1834
31134.0,close,1826
31117.0,close,1799
31280.0,close,1778
31321.0,close,1774
31506.0,close,1770
31205.0,close,1762
31655.0,close,1757
31237.0,close,1756
31132.0,close,1753
31611.0,close,1747
30201.0,close,1734
31265.0,close,1726
31336.0,close,1723
31299.0,close,1717
31245.0,close,1704
31285.0,close,1694
31234.0,close,1686
31271.0,close,1662
31230.0,close,1655
31533.0,close,1654
31616.0,close,1648
31223.0,close,1648
31232.0,close,1646
31828.0,close,1640
31619.0,close,1639
31277.0,close,1627
31282.0,close,1607
31240.0,close,1605
31275.0,close,1599
31286.0,close,1599
31233.0,close,1581
31113.0,close,1576
31610.0,close,1573
31639.0,close,1557
31273.0,close,1552
31505.0,close,1550
31602.0,close,1510
31251.0,close,1493
31126.0,close,1469
31531.0,close,1468
31272.0,close,1465
31215.0,close,1448
31666.0,close,1447
31129.0,close,1442
31135.0,close,1441
31269.0,close,1438
31121.0,close,1433
31221.0,close,1429
31120.0,close,1423
31536.0,close,1421
31503.0,close,1420
31651.0,close,1414
31604.0,close,1412
31618.0,close,1410
31222.0,close,1406
31624.0,close,1399
31210.0,close,1394
31267.0,close,1375
31219.0,close,1361
31291.0,close,1360
30200.0,close,1358
31643.0,close,1357
31419.0,close,1357
31612.0,close,1350
31328.0,close,1349
31401.0,close,1343
31218.0,close,1342
31631.0,close,1334
31323.0,close,1332
31263.0,close,1325
31325.0,close,1312
31064.0,close,1308
31625.0,close,1286
31133.0,close,1286
31209.0,close,1283
31122.0,close,1268
31519.0,close,1268
31298.0,close,1267
31332.0,close,1265
31131.0,close,1250
31231.0,close,1248
31118.0,close,1239
31238.0,close,1239
31650.0,close,1233
31264.0,close,1232
31509.0,close,1227
31640.0,close,1227
31244.0,close,1224
31130.0,close,1213
31540.0,close,1193
31109.0,close,1192
31517.0,close,1179
31297.0,close,1171
31633.0,close,1171
31115.0,close,1158
31947.0,close,1157
31622.0,close,1138
31293.0,close,1135
31636.0,close,1130
31283.0,close,1128
31216.0,close,1123
31276.0,close,1102
31620.0,close,1100
31226.0,close,1097
31256.0,close,1090
31227.0,close,1082
31652.0,close,1080
31224.0,close,1076
31110.0,close,1075
31239.0,close,1070
31274.0,close,1066
31642.0,close,1066
31242.0,close,1060
31605.0,close,1056
31634.0,close,1054
31670.0,close,1054
31250.0,close,1041
31136.0,close,1040
31270.0,close,1037
31657.0,close,1027
31111.0,close,1024
31268.0,close,1022
31217.0,close,1012
31235.0,close,1012
31677.0,close,1002
31127.0,close,999
31674.0,close,988
31208.0,close,988
31978.0,close,986
31527.0,close,968
31661.0,close,964
31400.0,close,961
31668.0,close,958
31292.0,close,946
31606.0,close,946
31279.0,close,941
31062.0,close,940
31518.0,close,933
31123.0,close,928
31220.0,close,923
31672.0,close,921
31287.0,close,912
31638.0,close,910
31262.0,close,906
31260.0,close,898
31302.0,close,891
31211.0,close,884
31314.0,close,878
31632.0,close,876
31253.0,close,869
31254.0,close,862
31404.0,close,862
31306.0,close,859
31307.0,close,857
31649.0,close,855
31647.0,close,852
31645.0,close,848
31663.0,close,848
31335.0,close,845
31112.0,close,831
31255.0,close,828
31022.0,close,826
31524.0,close,799
31002.0,close,797
31669.0,close,777
31252.0,close,776
31680.0,close,776
31204.0,close,774
31014.0,close,773
31106.0,close,773
31675.0,close,768
31630.0,close,762
31667.0,close,752
31071.0,close,743
33200.0,close,742
31337.0,close,742
32226.0,close,741
32301.0,close,736
31629.0,close,729
31303.0,close,724
31338.0,close,722
31534.0,close,719
31626.0,close,718
31515.0,close,716
31077.0,close,714
31522.0,close,714
31660.0,close,706
31007.0,close,704
31635.0,close,703
31408.0,close,702
31105.0,close,699
31637.0,close,699
31294.0,close,695
31523.0,close,678
31514.0,close,677
31339.0,close,675
31656.0,close,670
31284.0,close,669
31644.0,close,667
31601.0,close,664
31426.0,close,662
31429.0,close,659
31089.0,close,658
31137.0,close,654
31529.0,close,653
31659.0,close,651
